,chain,character_levdau,check_time,condition,flag_type,gold_candidate_transcription,gold_comparison_transcription,gold_dist,length_accept,reason,stimulus,stimulus_id,subject_id,target_length,upload_time,upstream_pointer,upstream_subject_id,user,user_candidate_transcription,user_comparison_transcription,user_dist,user_short,word_distances
3722,1,0.3400000035762787,1102.0,cafe,,they had found they had many of the same interests,they found that they had many of the same pages,0.3199999928474426,1.0,,38.0,38,,10.0,0.0,1,114b28b597e24cefbcf6b4f704598a31,10119d18fad24db99db65f7893bcc56b,They found that they had many of the same pages,they found that they had many of the same pages,0.021276595070958138,10119d18,3.0
2961,1,0.10638298094272614,1158.0,cafe,,They found that they had many of the same pages,they found that they had men of the same power,0.12765957415103912,1.0,,38.0,38,,10.0,0.0,2,10119d18fad24db99db65f7893bcc56b,50e8266de4024318978e7fbf46d00253,They found that they had men of the same power,they found that they had men of the same power,0.021739130839705467,50e8266d,2.0
3893,1,0.0,1025.0,cafe,,They found that they had men of the same power,they found that they had men of the same power,0.021739130839705467,1.0,,38.0,38,,10.0,0.0,3,50e8266de4024318978e7fbf46d00253,433477a1ba034d3eb5a1e912d460d543,They found that they had men of the same power,they found that they had men of the same power,0.021739130839705467,433477a1,0.0
2397,1,0.15217390656471252,1119.0,cafe,,They found that they had men of the same power,queyvfoundthat the head man in the same town,0.260869562625885,1.0,,38.0,38,,10.0,0.0,4,433477a1ba034d3eb5a1e912d460d543,6c80819ed90e4ec2b722949d207b071d,they found that they had man in the same town,queyvfoundthat the head man in the same town,0.13333334028720856,6c80819e,3.0
1502,1,0.24444444477558136,1906.0,cafe,,they found that they had man in the same town,they found the head man i the time time,0.2666666805744171,1.0,,38.0,38,,10.0,0.0,5,6c80819ed90e4ec2b722949d207b071d,dda8b7f3daa94c3c8b503865fc95800b,they found the head man at the same time,they found the head man i the time time,0.10000000149011612,dda8b7f3,5.0
343,1,0.4000000059604645,672.0,cafe,,they found the head man at the same time,he found a good one at a simple time,0.42500001192092896,1.0,,38.0,38,,9.0,0.0,6,dda8b7f3daa94c3c8b503865fc95800b,6e0efd3ac8cd43e6b744e539175c552f,we found the good one at a single time,he found a good one at a simple time,0.15789473056793213,6e0efd3a,5.0
1941,1,0.1315789520740509,953.0,cafe,,we found the good one at a single time,found a good one at a single time,0.15789473056793213,1.0,,38.0,38,,9.0,0.0,7,6e0efd3ac8cd43e6b744e539175c552f,8d0f270b85d34ee69619e79a675de93a,I found a good one at a single time,found a good one at a single time,0.05714285746216774,8d0f270b,2.0
1245,1,0.2368421107530594,908.0,cafe,,I found a good one at a single time,he found a good one in the single pile,0.2368421107530594,1.0,,38.0,38,,9.0,0.0,8,8d0f270b85d34ee69619e79a675de93a,8f285aef5a2a4053ac09ff1d4e7cf864,He found a good one in the single pile,he found a good one in the single pile,0.02631578966975212,8f285aef,4.0
403,1,0.1538461595773697,678.0,cafe,,He found a good one in the single pile,he found a good one in the kingdom fire,0.1794871836900711,1.0,,38.0,38,,9.0,0.0,9,8f285aef5a2a4053ac09ff1d4e7cf864,fa64cac4a6344f648c1b87c5f3de502b,He found a good one in the kingdom fire,he found a good one in the kingdom fire,0.025641025975346565,fa64cac4,2.0
860,1,0.39534884691238403,1713.0,cafe,,He found a good one in the kingdom fire,you found a good waindcapticlimself,0.5641025900840759,1.0,,38.0,38,,9.0,0.0,10,fa64cac4a6344f648c1b87c5f3de502b,682968427b5e47128ce07133a2415fe8,he found a good one and kept it for himself,you found a good waindcapticlimself,0.44186046719551086,68296842,5.0
1753,1,0.0,1026.0,cafe,,he found a good one and kept it for himself,he found a good one ancempit for himself,0.13953489065170288,1.0,,38.0,38,,10.0,0.0,11,682968427b5e47128ce07133a2415fe8,a35b69a427af4776b74e42c0acf987a4,he found a good one and kept it for himself,he found a good one ancempit for himself,0.13953489065170288,a35b69a4,0.0
333,1,0.11627907305955887,2510.0,cafe,,he found a good one and kept it for himself,he found a good one and took it for himself,0.09302325546741486,1.0,,38.0,38,,10.0,0.0,12,a35b69a427af4776b74e42c0acf987a4,5d795e0ec6f646cea9d09ac1959a2823,He found a good one and took it for himself,he found a good one and took it for himself,0.023255813866853714,5d795e0e,1.0
1891,1,0.08695652335882187,1895.0,cafe,,He found a good one and took it for himself,he found a good one and he took it from himself ,0.1458333283662796,1.0,,38.0,38,,10.0,0.0,13,5d795e0ec6f646cea9d09ac1959a2823,6446403afd694083acbeae4f1f818ebe,he found a good one and he took it for himself,he found a good one and he took it from himself ,0.0625,6446403a,1.0
3351,1,0.3478260934352875,1014.0,cafe,,he found a good one and he took it for himself,it sounded likely to is more himself,0.52173912525177,0.0,,38.0,38,,11.0,0.0,15,6446403afd694083acbeae4f1f818ebe,f4762f5309094a62ad0b0694dc27867a,It sounded like he took it for himself,it sounded likely to is more himself,0.2368421107530594,f4762f53,6.0
0,1,,,,,,,,,,,39,,,,-1,,0,he could see that they were determined to turn back,,,,
4236,1,0.019607843831181526,979.0,cafe,,he could see that they were determined to turn back,he could see that they were determined to turn back,0.0,1.0,,39.0,39,,10.0,0.0,0,0,56a676028bf349d0914567b3f9d3f6a6,He could see that they were determined to turn back,he could see that they were determined to turn back,0.019607843831181526,56a67602,0.0
126,1,0.3333333432674408,2254.0,cafe,,He could see that they were determined to turn back,you could see we were determined to drive on,0.37254902720451355,1.0,,39.0,39,,10.0,0.0,1,56a676028bf349d0914567b3f9d3f6a6,114b28b597e24cefbcf6b4f704598a31,he could see we were determined to drive on,you could see we were determined to drive on,0.06818182021379471,114b28b5,4.0
2962,1,0.023255813866853714,1315.0,cafe,,he could see we were determined to drive on,he did see we were determined to drive on ,0.11627907305955887,1.0,,39.0,39,,9.0,0.0,2,114b28b597e24cefbcf6b4f704598a31,50e8266de4024318978e7fbf46d00253,He could see we were determined to drive on,he did see we were determined to drive on ,0.13953489065170288,50e8266d,0.0
4389,1,0.1489361673593521,781.0,cafe,,He could see we were determined to drive on,he could see that we were determined to drive on,0.125,1.0,,39.0,39,,9.0,0.0,3,50e8266de4024318978e7fbf46d00253,370062f32e8042ad924010e2faf7f635,he could see that we were determine to drive on,he could see that we were determined to drive on,0.02083333395421505,370062f3,2.0
3488,1,0.08163265138864517,827.0,cafe,,he could see that we were determine to drive on,you could see that we were determined to drive on,0.08163265138864517,1.0,,39.0,39,,10.0,0.0,4,370062f32e8042ad924010e2faf7f635,8cf8d5b5144d4207bf6071061f10c869,You could see that we were determined to drive on,you could see that we were determined to drive on,0.020408162847161293,8cf8d5b5,2.0
3056,1,0.10204081982374191,2068.0,cafe,,You could see that we were determined to drive on,you can see that we were determined to drive on,0.10204081982374191,1.0,,39.0,39,,10.0,0.0,5,8cf8d5b5144d4207bf6071061f10c869,31349dc3fe2a4616a8acbbae4fb05fe7,You can see that we were determined to drive on ,you can see that we were determined to drive on,0.0416666679084301,31349dc3,2.0
2890,1,0.0416666679084301,2780.0,cafe,,You can see that we were determined to drive on ,you can see that we were determined to drive on,0.0416666679084301,1.0,,39.0,39,,11.0,0.0,6,31349dc3fe2a4616a8acbbae4fb05fe7,05dd2d694153452f816e88539b54d534,you can see that we were determined to drive on,you can see that we were determined to drive on,0.0,05dd2d69,1.0
2398,1,0.0,559.0,cafe,,you can see that we were determined to drive on,you can see that we were determined to drive on,0.0,1.0,,39.0,39,,10.0,0.0,7,05dd2d694153452f816e88539b54d534,6c80819ed90e4ec2b722949d207b071d,you can see that we were determined to drive on,you can see that we were determined to drive on,0.0,6c80819e,0.0
1503,1,0.0,1366.0,cafe,,you can see that we were determined to drive on,you can see that we were determined to drive on,0.0,1.0,,39.0,39,,10.0,0.0,8,6c80819ed90e4ec2b722949d207b071d,dda8b7f3daa94c3c8b503865fc95800b,you can see that we were determined to drive on,you can see that we were determined to drive on,0.0,dda8b7f3,0.0
180,1,0.08163265138864517,1302.0,cafe,,you can see that we were determined to drive on,you could see that we were determined to drive on,0.08163265138864517,1.0,,39.0,39,,10.0,0.0,9,dda8b7f3daa94c3c8b503865fc95800b,1e1b7c3cc00b4db1b4ee03eb28fa991e,you could see that we were determined to drive on,you could see that we were determined to drive on,0.0,1e1b7c3c,1.0
3150,1,0.0,1189.0,cafe,,you could see that we were determined to drive on,you could see that we were determined to drive on,0.0,1.0,,39.0,39,,10.0,0.0,10,1e1b7c3cc00b4db1b4ee03eb28fa991e,e7e6cf9bab944075b6cb7890a0b46312,you could see that we were determined to drive on,you could see that we were determined to drive on,0.0,e7e6cf9b,0.0
2430,1,0.1599999964237213,755.0,cafe,,you could see that we were determined to drive on,you could see that we were determined to drive along,0.057692307978868484,1.0,,39.0,39,,10.0,0.0,11,e7e6cf9bab944075b6cb7890a0b46312,77dfa19d2b76456abdaa82ec3957d095,You can see that we were determined to drive along,you could see that we were determined to drive along,0.09615384787321091,77dfa19d,2.0
1133,1,0.07692307978868484,2647.0,cafe,,You can see that we were determined to drive along,you could see that we were determined to drive along,0.09615384787321091,1.0,,39.0,39,,10.0,0.0,12,77dfa19d2b76456abdaa82ec3957d095,94525772014f4a44a2dd99965ddc9a15,You could see that we were determined to drive along,you could see that we were determined to drive along,0.01923076994717121,94525772,1.0
3266,1,0.057692307978868484,664.0,cafe,,You could see that we were determined to drive along,we could see that we were determined to drag along,0.11538461595773697,1.0,,39.0,39,,10.0,0.0,13,94525772014f4a44a2dd99965ddc9a15,bf6ef0ba9bc440bba287c1f9ca799159,We could see that we were determined to drive along,we could see that we were determined to drag along,0.0784313753247261,bf6ef0ba,1.0
529,1,0.0,669.0,cafe,,We could see that we were determined to drive along,we could see that we were determined to drive along,0.019607843831181526,1.0,,39.0,39,,10.0,0.0,14,bf6ef0ba9bc440bba287c1f9ca799159,74217265ca5f4afda7ee6fdc702bcf4d,We could see that we were determined to drive along,we could see that we were determined to drive along,0.019607843831181526,74217265,0.0
1942,1,0.019607843831181526,1110.0,cafe,,We could see that we were determined to drive along,we could see that we were determined to try the law,0.19607843458652496,1.0,,39.0,39,,10.0,0.0,15,74217265ca5f4afda7ee6fdc702bcf4d,8d0f270b85d34ee69619e79a675de93a,we could see that we were determined to drive along,we could see that we were determined to try the law,0.1764705926179886,8d0f270b,0.0
1798,1,0.13725490868091583,981.0,cafe,,we could see that we were determined to drive along,you could see that we were determined to drive along,0.057692307978868484,1.0,,39.0,39,,10.0,0.0,16,8d0f270b85d34ee69619e79a675de93a,515b7e4a19034ddb848a8f609835fb48,you can see that we were determined to drive along,you could see that we were determined to drive along,0.07692307978868484,515b7e4a,2.0
1618,1,0.4000000059604645,974.0,cafe,,you can see that we were determined to drive along,she could see we were determined to drive the wall,0.4000000059604645,1.0,,39.0,39,,10.0,0.0,17,515b7e4a19034ddb848a8f609835fb48,de98c7e351e64006a93697b88a94714a,she could see we were determined to drive the wall,she could see we were determined to drive the wall,0.0,de98c7e3,5.0
1090,1,0.019999999552965164,674.0,cafe,,she could see we were determined to drive the wall,a chigesiwer determined to drive the wall,0.30000001192092896,1.0,,39.0,39,,10.0,0.0,18,de98c7e351e64006a93697b88a94714a,efde853a1efd4bd18142aa27a6e0a2ef,She could see we were determined to drive the wall,a chigesiwer determined to drive the wall,0.30000001192092896,efde853a,0.0
1337,1,0.0,3041.0,cafe,,She could see we were determined to drive the wall,oh she could see we would determined to drag the wall ,0.2222222238779068,1.0,,39.0,39,,10.0,0.0,19,efde853a1efd4bd18142aa27a6e0a2ef,3cd248703995492dbd3ad9aeb51ff7ed,She could see we were determined to drive the wall,oh she could see we would determined to drag the wall ,0.2222222238779068,3cd24870,0.0
1560,1,0.145454540848732,1149.0,cafe,,She could see we were determined to drive the wall,she could see we'veen determined to drive the wall,0.10000000149011612,1.0,,39.0,39,,10.0,0.0,20,3cd248703995492dbd3ad9aeb51ff7ed,a853554ce3154019a2952e4ed88089e8,she could see we have been determined to drive the wall,she could see we'veen determined to drive the wall,0.1090909093618393,a853554c,2.0
4009,1,0.09090909361839294,889.0,cafe,,she could see we have been determined to drive the wall,she could see we have been an determined to drag the wall,0.10526315867900848,1.0,,39.0,39,,11.0,0.0,21,a853554ce3154019a2952e4ed88089e8,f4029b245f9c4c0d84129b196fc9b4de,She can see we have been determined to drive the wall,she could see we have been an determined to drag the wall,0.19298245012760162,f4029b24,1.0
1993,1,0.22641509771347046,695.0,cafe,,She can see we have been determined to drive the wall,he can say we have beentermened for i am avoid,0.3962264060974121,1.0,,39.0,39,,11.0,0.0,22,f4029b245f9c4c0d84129b196fc9b4de,66e8a54882844d2e83d2bd866bce4427,She can see we have been determined to try and avoid,he can say we have beentermened for i am avoid,0.26923078298568726,66e8a548,3.0
3009,1,0.36538460850715637,1520.0,cafe,,She can see we have been determined to try and avoid,she can see we had been targeted by a man and boy,0.38461539149284363,1.0,,39.0,39,,11.0,0.0,23,66e8a54882844d2e83d2bd866bce4427,f172d9291aac4ace9b63b627515d184e,She can see we had been targeted by a man and boy,she can see we had been targeted by a man and boy,0.020408162847161293,f172d929,6.0
1549,1,0.09615384787321091,1104.0,cafe,,She can see we had been targeted by a man and boy,she can say of ben artierbyd man and bored,0.4285714328289032,1.0,,39.0,39,,12.0,0.0,24,f172d9291aac4ace9b63b627515d184e,0efbe599f68b4e7ab5691154451ea834,she can see we have been targeted by a man and a boy,she can say of ben artierbyd man and bored,0.4423076808452606,0efbe599,2.0
3416,1,0.38461539149284363,1447.0,cafe,,she can see we have been targeted by a man and a boy,she can see that comforted by a man in a hole,0.36538460850715637,0.0,,39.0,39,,13.0,0.0,25,0efbe599f68b4e7ab5691154451ea834,c35185fff8fe45898de89947eed14084,She can see that comforted by a man in a hole,she can see that comforted by a man in a hole,0.02222222276031971,c35185ff,6.0
0,2,,,,,,,,,,,0,,,,-1,,0,each nonfiction book has a call number on its spine,,,,
3818,2,0.01923076994717121,932.0,cafe,,each nonfiction book has a call number on its spine,each nonfiction book has a call number on its fine,0.03921568766236305,1.0,,0.0,0,,10.0,0.0,0,0,8a3daaa686474a6181e66d70d1e882a1,each non fiction book has a call number on its spine,each nonfiction book has a call number on its fine,0.057692307978868484,8a3daaa6,2.0
963,2,0.42307692766189575,2122.0,cafe,,each non fiction book has a call number on its spine,each month we receive a call number on this mind,0.4423076808452606,1.0,,0.0,0,,11.0,0.0,1,8a3daaa686474a6181e66d70d1e882a1,0c15aac7d55048cd980329a3d3670da7,each month we receive a call number on this line,each month we receive a call number on this mind,0.0416666679084301,0c15aac7,6.0
604,2,0.3469387888908386,5661.0,cafe,,each month we receive a call number on this line,which one do you see the call number on this line,0.3469387888908386,1.0,,0.0,0,,10.0,0.0,2,0c15aac7d55048cd980329a3d3670da7,df565f190d5c43a59eb975f1676d0788,Which one do you see the call number on this line,which one do you see the call number on this line,0.020408162847161293,df565f19,6.0
2178,2,0.0,4085.0,cafe,,Which one do you see the call number on this line,which one do you see the car member on this line,0.10204081982374191,1.0,,0.0,0,,11.0,0.0,4,df565f190d5c43a59eb975f1676d0788,8d7e95f4a48341c69abe3ec24a395958,Which one do you see the call number on this line,which one do you see the car member on this line,0.10204081982374191,8d7e95f4,0.0
